,activity,appCat.builtin_count,appCat.builtin_sum,appCat.communication_count,appCat.communication_sum,appCat.entertainment_count,appCat.entertainment_sum,appCat.finance_count,appCat.finance_sum,appCat.game_count,appCat.game_sum,appCat.office_count,appCat.office_sum,appCat.other_count,appCat.other_sum,appCat.social_count,appCat.social_sum,appCat.travel_count,appCat.travel_sum,appCat.unknown_count,appCat.unknown_sum,appCat.utilities_count,appCat.utilities_sum,appCat.weather_count,appCat.weather_sum,call,circumplex.arousal,circumplex.valence,mood,screen_count,screen_sum,sms
2014-03-28 00:00:00.000000000,0.09809984248895877,136.0,2655.3269999999998,127.0,4794.411,16.0,2162.614,,,,,,,4.0,231.76799999999997,12.0,1918.225,13.0,647.093,7.0,305.073,1.0,14.225999999999999,,,1.0,0.25,1.5,8.25,86.0,12984.041001558304,0.0
2014-03-29 00:00:00.000000000,0.04187585355184262,72.0,1742.9419999999993,56.0,1932.9130000000005,18.0,5360.102999999999,,,,,,,15.0,378.55000000000007,18.0,1480.0950000000003,3.0,307.75199999999995,0.0,0.0,0.0,0.0,,,0.0,0.2,1.0,7.0,64.0,10574.725999832155,5.0
2014-03-30 00:00:00.000000000,0.0625734602553756,84.0,1742.2019999999995,96.0,4133.703000000001,3.0,607.0820000000001,,,,,,,5.0,71.024,11.0,1260.8799999999999,10.0,266.05,0.0,0.0,0.0,0.0,,,2.0,0.2,0.0,6.2,76.0,8739.792000055313,1.0
2014-03-31 00:00:00.000000000,0.051366076733723814,101.0,1666.65,68.0,4982.926,9.0,3794.4109999999996,,,,,,,4.0,48.167,11.0,2314.643,3.0,207.856,0.0,0.0,0.0,0.0,,,5.0,-1.0,0.0,4.333333333333333,83.0,13187.446000099182,1.0
2014-04-01 00:00:00.000000000,0.08076225802411184,97.0,1262.8320000000006,192.0,7405.549,12.0,4756.246,,,,,,,5.0,55.382,10.0,1063.995,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,-1.0,0.8,6.6,163.0,14699.699999332433,8.0
2014-04-02 00:00:00.000000000,0.15618745321820188,185.0,3917.3050000000026,110.0,4219.393999999998,4.0,1723.7600000000002,,,,,,,4.0,105.00299999999999,9.0,946.7029999999999,3.0,711.4649999999999,0.0,0.0,0.0,0.0,,,13.0,-1.25,0.25,5.5,117.0,13329.964998483654,4.0
2014-04-03 00:00:00.000000000,0.09026347679477338,89.0,1054.5419999999997,101.0,4238.565000000001,6.0,3877.882,,,,,,,5.0,45.366,8.0,707.6089999999999,3.0,265.369,0.0,0.0,0.0,0.0,,,5.0,-0.4,0.2,6.2,83.0,8073.050000190733,0.0
2014-04-04 00:00:00.000000000,0.04963037634408606,78.0,847.6570000000002,132.0,4951.592,12.0,1674.868,,,,,,,9.0,231.544,8.0,1312.6460000000002,1.0,51.17,1.0,150.612,1.0,363.42900000000003,,,7.0,-0.75,0.0,6.5,123.0,10023.579001665106,2.0
2014-04-05 00:00:00.000000000,0.2313065813088305,122.0,1983.9070000000006,57.0,1377.7539999999995,5.0,368.645,,,,,,,3.0,119.30000000000001,12.0,1239.1809999999998,3.0,149.298,0.0,0.0,0.0,0.0,,,9.0,0.0,0.6666666666666666,6.0,67.0,5377.287999629977,5.0
2014-04-06 00:00:00.000000000,0.05631576348488115,71.0,882.9059999999996,76.0,2782.0460000000003,7.0,2405.196,,,,,,,4.0,110.16499999999999,14.0,1596.296,0.0,0.0,0.0,0.0,1.0,1.002,,,2.0,-0.75,1.0,6.75,71.0,7656.606000900269,3.0
2014-04-07 00:00:00.000000000,0.0805241620390383,91.0,1957.1019999999999,135.0,5549.669,10.0,5686.0599999999995,,,,,,,7.0,233.405,14.0,4001.6409999999996,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.6,0.2,5.4,86.0,16856.01399946213,1.0
2014-04-08 00:00:00.000000000,0.07680102095483,82.0,863.0430000000001,144.0,7209.865000000002,11.0,800.643,,,,,,,7.0,178.111,6.0,533.825,0.0,0.0,11.0,414.965,0.0,0.0,,,1.0,-0.4,0.6,6.8,105.0,9726.615999460215,0.0
2014-04-09 00:00:00.000000000,0.0707902001380262,67.0,828.2359999999999,83.0,2320.953,4.0,1187.6930000000002,,,,,,,6.0,115.867,14.0,638.086,0.0,0.0,0.0,0.0,1.0,6.037999999999999,,,2.0,-1.0,0.6,6.4,83.0,13731.390999317171,2.0
2014-04-10 00:00:00.000000000,0.09895833333333331,73.0,790.477,47.0,1210.9619999999998,2.0,1866.8070000000002,,,,,,,5.0,41.149,7.0,1690.0669999999996,1.0,22.179000000000002,0.0,0.0,0.0,0.0,,,6.0,0.4,0.0,6.2,62.0,5612.331000804907,4.0
2014-04-11 00:00:00.000000000,0.06868288982259571,46.0,409.2139999999999,54.0,1436.8899999999999,0.0,0.0,,,,,,,3.0,40.111000000000004,2.0,90.485,10.0,255.401,0.0,0.0,0.0,0.0,,,0.0,0.5,-1.0,3.5,35.0,2235.206001043319,1.0
2014-04-12 00:00:00.000000000,0.15313380173005842,119.0,1581.2989999999995,104.0,5361.810000000003,12.0,5463.314,,,,,,,4.0,177.143,12.0,1575.1460000000002,8.0,478.416,1.0,72.282,0.0,0.0,,,2.0,0.0,0.75,6.4,75.0,14799.426000356681,10.0
2014-04-13 00:00:00.000000000,0.01631944444444443,62.0,728.6560000000001,113.0,2883.753999999999,7.0,1554.344,,,,,,,5.0,42.219,11.0,1395.6309999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,-0.25,1.0,6.5,106.0,8132.05100202561,0.0
2014-04-14 00:00:00.000000000,0.03335375816993464,56.0,862.117,70.0,2134.432,6.0,2948.9429999999998,,,,,,,6.0,91.55600000000001,4.0,315.377,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,-0.2,0.4,6.2,65.0,4822.974000215534,1.0
2014-04-15 00:00:00.000000000,0.019623337804315216,40.0,459.62800000000004,84.0,5490.561999999999,7.0,1236.7050000000002,,,,,,,4.0,72.477,7.0,1464.6109999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.75,0.5,6.0,61.0,8726.610999822617,0.0
2014-04-16 00:00:00.000000000,0.10595602036110062,121.0,1951.9279999999994,126.0,5813.764000000002,0.0,0.0,,,,,,,10.0,404.7820000000001,8.0,1015.531,1.0,33.254,1.0,22.088,0.0,0.0,,,2.0,-1.25,0.0,4.75,146.0,9003.359000205992,8.0
2014-04-17 00:00:00.000000000,0.1180908662900188,56.0,1242.1580000000001,87.0,3915.546,2.0,1645.609,,,,,,,6.0,75.227,8.0,963.19,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,-1.2,-0.4,3.8,71.0,7809.418999671931,0.0
2014-04-18 00:00:00.000000000,0.047270114942528745,24.0,906.605,41.0,3556.0200000000004,1.0,1009.2810000000001,,,,,,,8.0,142.871,4.0,644.361,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,-1.0,-0.4,5.2,25.0,6566.541000366215,2.0
2014-04-19 00:00:00.000000000,0.0031254706183548703,13.0,219.00899999999996,50.0,1084.321,1.0,138.52200000000002,,,,,,,4.0,94.744,6.0,384.74399999999997,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.25,0.75,7.0,38.0,2050.995000600815,0.0
2014-04-20 00:00:00.000000000,0.08680555555555557,18.0,99.64400000000002,34.0,2081.8210000000004,1.0,14.091,,,,,,,1.0,10.042,4.0,850.153,0.0,0.0,3.0,84.34700000000001,0.0,0.0,,,0.0,-2.0,-1.0,3.0,18.0,6713.023000955578,0.0
2014-04-21 00:00:00.000000000,0.0617854683195592,77.0,1062.6790000000003,92.0,5514.199000000002,6.0,2479.237,,,,,,,6.0,97.31,27.0,2631.5829999999996,3.0,734.992,2.0,77.473,0.0,0.0,,,0.0,-0.4,0.8,6.6,59.0,9218.660998582844,0.0
2014-04-22 00:00:00.000000000,0.09099018199233716,50.0,1053.466,53.0,2729.9940000000006,1.0,1650.744,,,,,,,6.0,120.34100000000001,7.0,118.47,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.2,0.4,6.0,49.0,5708.751999616627,2.0
2014-04-23 00:00:00.000000000,0.07537353651992687,115.0,1455.6740000000004,125.0,7785.343000000005,5.0,493.78,,,,,,,6.0,151.669,10.0,1399.2640000000001,1.0,81.312,1.0,412.62800000000004,0.0,0.0,,,5.0,-0.6666666666666666,0.0,6.0,75.0,11782.639000177385,0.0
2014-04-24 00:00:00.000000000,0.15798611111111102,49.0,446.68699999999984,67.0,3558.812,0.0,0.0,,,,,,,8.0,166.793,5.0,214.72099999999998,0.0,0.0,0.0,0.0,1.0,1.003,,,3.0,-0.6,0.4,5.6,62.0,3173.634999752045,1.0
2014-04-25 00:00:00.000000000,0.07604166666666665,66.0,830.7389999999999,55.0,2063.5980000000004,2.0,1384.4,,,,,,,3.0,26.148000000000003,6.0,867.703,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.3333333333333333,-0.6666666666666666,3.3333333333333335,74.0,5443.733000278472,0.0
2014-04-26 00:00:00.000000000,0.018915739069801877,44.0,879.0590000000002,56.0,4805.511,3.0,326.22,,,,,,,7.0,220.19600000000003,13.0,939.188,0.0,0.0,2.0,409.774,0.0,0.0,,,0.0,-0.4,-0.2,5.4,43.0,7633.689001798637,0.0
2014-04-27 00:00:00.000000000,0.013407752824023428,49.0,591.766,96.0,4909.536,3.0,441.7660000000001,,,,,,,5.0,179.70300000000003,7.0,1833.2499999999995,0.0,0.0,1.0,53.51,0.0,0.0,,,1.0,-0.6,0.4,6.0,82.0,9327.362001657482,1.0
2014-04-28 00:00:00.000000000,0.09448967086834736,244.0,3413.0829999999996,211.0,7304.385000000003,11.0,1194.625,,,,,,,9.0,333.17299999999994,27.0,1640.1259999999997,1.0,1.004,12.0,286.976,3.0,7.209999999999999,,,9.0,0.25,0.75,6.75,211.0,14356.782003402712,3.0
2014-04-29 00:00:00.000000000,0.13463824767244986,182.0,2796.3910000000014,127.0,6168.857999999999,3.0,931.825,,,1.0,14.065,,,6.0,42.602000000000004,15.0,872.169,,,3.0,184.86200000000002,,,,,1.0,-2.0,0.0,5.0,102.0,6649.512000322343,9.0
2014-04-30 00:00:00.000000000,0.02414791881612267,104.0,-80367.93000000001,145.0,10321.694,4.0,1436.897,,,,,,,2.0,830.935,6.0,418.836,,,5.0,206.91199999999998,,,,,0.0,-2.0,0.5,5.0,95.0,7197.648000955587,
2014-05-01 00:00:00.000000000,0.10358452683650247,41.0,474.8789999999998,53.0,4111.216999999998,3.0,432.474,,,,,,,3.0,32.19,7.0,817.021,,,2.0,98.51500000000001,,,,,0.0,-1.6666666666666667,-0.3333333333333333,5.0,36.0,5441.058000802993,
2014-05-02 00:00:00.000000000,0.05910464220123313,46.0,1964.09,67.0,6094.439000000001,1.0,166.687,,,,,,,6.0,427.039,12.0,828.253,,,2.0,112.095,,,,,0.0,-0.6,0.6,6.2,65.0,5961.156999111181,
2014-05-03 00:00:00.000000000,0.07569444444444444,27.0,290.056,20.0,294.1070000000001,2.0,303.578,,,,,,,4.0,37.375,8.0,871.9999999999999,,,,,,,,,1.0,-0.6666666666666666,0.0,5.666666666666667,24.0,1797.8099997043612,
2014-05-04 00:00:00.000000000,0.08229166666666671,29.0,529.4329999999999,22.0,2160.107,3.0,153.38800000000003,,,,,,,1.0,9.085,5.0,251.575,,,,,,,,,,-1.0,1.0,8.0,20.0,2201.717000484466,
2014-05-05 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,0.5,5.5,,,
2014-02-17 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2014-02-18 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2014-02-19 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-02-20 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-02-21 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-02-22 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-02-23 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-02-24 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-02-25 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0
2014-02-26 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
2014-02-27 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
2014-02-28 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,4.0
2014-03-01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
2014-03-02 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
2014-03-03 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,7.0
2014-03-04 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
2014-03-05 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,6.333333333333333,,,0.0
2014-03-06 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.6,0.6,7.2,,,13.0
2014-03-07 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6,1.2,7.4,,,3.0
2014-03-08 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,7.0,,,0.0
2014-03-09 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.0,1.2,7.2,,,0.0
2014-03-10 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.0,0.6,6.8,,,4.0
2014-03-11 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.4,6.6,,,3.0
2014-03-12 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6,1.0,7.0,,,0.0
2014-03-13 00:00:00.000000000,,12.0,169.21199999999996,6.0,287.188,,,,,,,,,8.0,208.855,6.0,200.95100000000002,,,,,1.0,13.062000000000001,,,0.0,0.0,0.6,6.6,15.0,825.9980003833765,11.0
2014-03-14 00:00:00.000000000,,29.0,592.7330000000001,25.0,382.769,,,,,,,,,5.0,42.257999999999996,28.0,861.5070000000001,11.0,1277.345,7.0,180.24699999999999,3.0,20.109,,,0.0,-0.2,1.2,7.4,47.0,3377.3820006847386,11.0
2014-03-15 00:00:00.000000000,,10.0,68.45599999999999,23.0,382.20399999999995,2.0,77.59,,,,,1.0,17.086,6.0,71.725,16.0,581.6880000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.6,0.6,6.4,19.0,1200.8120002746596,3.0
2014-03-16 00:00:00.000000000,,5.0,149.23,17.0,1753.462,0.0,0.0,,,,,0.0,0.0,8.0,56.275,10.0,469.405,0.0,0.0,0.0,0.0,1.0,11.119000000000002,,,0.0,-1.25,1.25,7.0,16.0,2440.1029999256134,0.0
2014-03-17 00:00:00.000000000,0.00555555555555555,14.0,56.58400000000001,28.0,5763.015999999999,0.0,0.0,,,,,0.0,0.0,10.0,68.395,14.0,6973.934,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2,5.4,28.0,1418.6890001296993,0.0
2014-03-18 00:00:00.000000000,0.028491361781937872,2.0,5.92,25.0,716.896,3.0,142.79,,,,,0.0,0.0,7.0,47.137,16.0,403.437,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.2,0.6,6.4,22.0,1318.1699995994568,0.0
2014-03-19 00:00:00.000000000,0.0630171632209882,10.0,49.836999999999996,33.0,1011.71,4.0,26.471,,,,,0.0,0.0,8.0,64.36200000000001,9.0,655.2369999999999,0.0,0.0,0.0,0.0,2.0,18.195999999999998,,,1.0,-0.2,1.0,7.0,33.0,1827.4599990844717,0.0
2014-03-20 00:00:00.000000000,0.05752387767589225,11.0,4862.881000000001,17.0,279.43999999999994,0.0,0.0,,,,,0.0,0.0,7.0,48.01,13.0,669.326,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.2,0.8,6.4,27.0,1096.5499994754791,1.0
2014-03-21 00:00:00.000000000,0.008942302364652674,12.0,215.864,52.0,2477.4199999999996,0.0,0.0,,,,,0.0,0.0,7.0,52.181,44.0,1085.1829999999998,0.0,0.0,0.0,0.0,3.0,48.315999999999995,,,0.0,-0.4,0.6,6.6,61.0,2857.9249997138973,4.0
2014-03-22 00:00:00.000000000,0.022231454452349513,3.0,10.557000000000002,25.0,4329.022,0.0,0.0,,,,,0.0,0.0,7.0,43.157000000000004,12.0,452.75699999999995,1.0,89.93799999999999,0.0,0.0,1.0,16.075,,,0.0,-0.4,0.8,6.4,21.0,866.5940003395077,0.0
2014-03-23 00:00:00.000000000,0.04218482538831056,17.0,86.19899999999998,16.0,372.317,0.0,0.0,,,,,0.0,0.0,10.0,4065.138,22.0,1612.9349999999997,8.0,323.24100000000004,0.0,0.0,4.0,82.451,,,2.0,-0.2,0.8,7.2,38.0,1374.5810003280642,0.0
2014-03-24 00:00:00.000000000,0.046307912762661635,6.0,14.427,11.0,194.05499999999998,0.0,0.0,,,,,0.0,0.0,7.0,52.022999999999996,38.0,1700.212,0.0,0.0,0.0,0.0,2.0,11.062999999999999,,,0.0,-0.8,1.0,6.8,33.0,1967.9929997920997,0.0
2014-03-25 00:00:00.000000000,0.01689766184251478,4.0,73.604,15.0,1469.956,2.0,89.12,,,,,0.0,0.0,8.0,46.936,17.0,441.331,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.6,1.0,7.2,26.0,726.2829999923707,1.0
2014-03-26 00:00:00.000000000,0.08950139311864186,29.0,330.84599999999995,54.0,895.0110000000001,1.0,112.399,,,,,1.0,161.499,6.0,45.978,14.0,413.67400000000004,0.0,0.0,0.0,0.0,1.0,11.029000000000002,,,0.0,-0.25,0.5,6.5,49.0,1818.4510009288795,5.0
2014-03-27 00:00:00.000000000,0.08701150136063529,24.0,128.185,41.0,1976.7880000000005,0.0,0.0,,,,,0.0,0.0,7.0,56.986999999999995,23.0,2145.012,0.0,0.0,1.0,358.67400000000004,2.0,24.05,,,0.0,0.0,0.5,6.333333333333333,40.0,2483.2820003032693,6.0
2014-03-28 00:00:00.000000000,0.016559762046113646,38.0,834.408,47.0,959.256,0.0,0.0,,,,,0.0,0.0,7.0,52.028,23.0,706.4010000000002,0.0,0.0,10.0,167.53400000000005,0.0,0.0,,,1.0,-0.25,0.5,6.25,58.0,1936.6580002307896,12.0
2014-03-29 00:00:00.000000000,0.02494412062743703,6.0,46.795,24.0,536.1679999999999,4.0,64.889,,,,,0.0,0.0,9.0,61.195,13.0,445.50100000000003,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.16666666666666666,1.0,7.166666666666667,24.0,1191.8290007114401,2.0
2014-03-30 00:00:00.000000000,0.0784470781932718,2.0,9.926,24.0,218.915,0.0,0.0,,,,,0.0,0.0,6.0,43.081999999999994,10.0,506.55500000000006,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.6,6.8,20.0,779.892998933792,0.0
2014-03-31 00:00:00.000000000,0.07893465181771635,1.0,3.048,57.0,1230.3229999999996,3.0,20.184,,,,,0.0,0.0,6.0,50.666,22.0,457.4219999999998,0.0,0.0,0.0,0.0,1.0,14.035,,,0.0,0.0,1.2,7.6,40.0,1670.5409996509547,0.0
2014-04-01 00:00:00.000000000,0.062353854585312354,8.0,28.205,41.0,1623.59,8.0,92.10499999999999,,,,,0.0,0.0,9.0,59.789,15.0,974.317,0.0,0.0,0.0,0.0,1.0,3.005,,,0.0,-1.0,1.0,7.2,32.0,2074.4190006256113,0.0
2014-04-02 00:00:00.000000000,0.008289547359385427,2.0,33.864,20.0,1809.8419999999994,1.0,19.154,,,,,0.0,0.0,9.0,51.733999999999995,11.0,208.186,0.0,0.0,0.0,0.0,1.0,20.146,,,0.0,-0.4,0.8,6.6,17.0,696.8100006580353,0.0
2014-04-03 00:00:00.000000000,0.07876788563729693,10.0,36.467000000000006,79.0,2364.9109999999996,0.0,0.0,,,,,0.0,0.0,15.0,107.15799999999999,27.0,758.8560000000001,0.0,0.0,0.0,0.0,3.0,50.577,,,0.0,0.0,1.3333333333333333,7.0,67.0,2837.617998838426,0.0
2014-04-04 00:00:00.000000000,0.031123972587273636,15.0,168.29700000000003,22.0,863.4719999999999,0.0,0.0,,,,,0.0,0.0,6.0,34.475,28.0,1643.455,0.0,0.0,0.0,0.0,1.0,9.065,,,2.0,0.25,1.25,7.5,34.0,1265.5080008506784,0.0
2014-04-05 00:00:00.000000000,0.12841414141414143,4.0,8.64,32.0,951.8109999999998,1.0,76.908,,,,,0.0,0.0,7.0,46.662,21.0,633.5210000000001,0.0,0.0,0.0,0.0,2.0,17.057,,,0.0,0.2,1.2,7.4,29.0,1735.4479999542239,0.0
2014-04-06 00:00:00.000000000,0.007280235288804587,4.0,69.105,19.0,331.962,2.0,11.032,,,,,0.0,0.0,5.0,34.396,18.0,532.817,0.0,0.0,0.0,0.0,1.0,11.055,,,0.0,0.0,1.25,7.6,19.0,1296.008000373841,0.0
2014-04-07 00:00:00.000000000,0.1024731337951504,34.0,365.50199999999995,58.0,2379.268,3.0,368.396,,,,,0.0,0.0,13.0,69.48,44.0,1248.4860000000003,0.0,0.0,1.0,7.028,0.0,0.0,,,1.0,0.0,1.0,7.0,76.0,4442.0539984703055,6.0
2014-04-08 00:00:00.000000000,0.05814829222796918,22.0,67.864,67.0,1572.2740000000001,2.0,93.167,,,,,0.0,0.0,8.0,56.654,42.0,1078.93,0.0,0.0,0.0,0.0,2.0,31.197,,,0.0,-0.25,0.5,6.5,66.0,2564.4870009422293,0.0
2014-04-09 00:00:00.000000000,0.04036626596543954,9.0,112.66399999999999,36.0,1770.1420000000003,0.0,0.0,,,,,0.0,0.0,5.0,3613.7609999999995,17.0,1990.7610000000004,0.0,0.0,0.0,0.0,1.0,6.016,,,0.0,0.25,0.5,6.25,34.0,2404.4000003337856,0.0
2014-04-10 00:00:00.000000000,0.20657326274273782,19.0,90.306,77.0,3161.7429999999995,1.0,230.726,,,,,0.0,0.0,5.0,82.531,55.0,877.2730000000001,0.0,0.0,0.0,0.0,3.0,47.583,,,0.0,1.2,1.4,7.6,75.0,4360.754999876021,0.0
2014-04-11 00:00:00.000000000,0.0741355491619204,16.0,51.943999999999996,31.0,452.74799999999993,2.0,32.147,,,,,0.0,0.0,10.0,48.116,31.0,990.3209999999998,0.0,0.0,0.0,0.0,1.0,3.01,,,1.0,0.6,1.0,7.6,40.0,1581.9210007190704,0.0
2014-04-12 00:00:00.000000000,0.025027439155129103,0.0,0.0,15.0,1912.357,0.0,0.0,,,,,0.0,0.0,10.0,108.72399999999999,14.0,519.463,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.8,7.0,23.0,767.0680000782012,0.0
2014-04-13 00:00:00.000000000,0.004827095791619072,3.0,8.147,35.0,658.4030000000002,3.0,221.56300000000002,,,,,0.0,0.0,7.0,119.435,24.0,2874.2200000000003,0.0,0.0,0.0,0.0,1.0,5.043,,,0.0,0.0,1.2,7.6,35.0,2078.9600002765656,0.0
2014-04-14 00:00:00.000000000,0.06490308655585146,26.0,89.016,48.0,1931.73,1.0,81.273,,,,,1.0,45.24100000000001,12.0,122.03500000000001,30.0,1121.678,0.0,0.0,0.0,0.0,4.0,31.393,,,0.0,0.2,0.6,6.6,58.0,3426.0760009288815,0.0
2014-04-15 00:00:00.000000000,0.03409090909090909,17.0,313.846,28.0,2067.4390000000003,1.0,36.189,,,,,0.0,0.0,7.0,54.181,17.0,711.717,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.8,0.6,6.4,33.0,3149.47799921036,0.0
2014-04-16 00:00:00.000000000,0.0685973564143854,21.0,122.282,28.0,853.4090000000001,2.0,22.458,,,,,1.0,48.299,7.0,45.32899999999999,17.0,595.5500000000001,0.0,0.0,0.0,0.0,5.0,33.39,,,0.0,-0.6,0.8,6.6,33.0,1724.2629995346065,0.0
2014-04-17 00:00:00.000000000,0.09718156742586877,15.0,111.43100000000001,53.0,1016.8830000000004,4.0,144.71699999999998,,,,,0.0,0.0,8.0,188.89899999999994,28.0,676.2250000000001,6.0,1114.8670000000002,0.0,0.0,1.0,3.0380000000000003,,,0.0,-1.0,0.8,6.2,45.0,3259.406999349593,0.0
2014-04-18 00:00:00.000000000,0.049041986144740375,4.0,8.937,17.0,178.03300000000002,0.0,0.0,,,,,0.0,0.0,8.0,67.792,14.0,678.9149999999998,,,0.0,0.0,0.0,0.0,,,0.0,-0.4,0.6,6.0,22.0,936.6079995632169,0.0
2014-04-19 00:00:00.000000000,0.03900289438614025,23.0,324.362,20.0,840.2059999999999,3.0,88.565,,,,,0.0,0.0,8.0,46.93299999999999,23.0,1092.2209999999998,,,1.0,22.302,1.0,7.023,,,0.0,1.4,1.2,7.8,28.0,2355.328998804096,0.0
2014-04-20 00:00:00.000000000,0.004899344795389425,8.0,2291.839,10.0,85.042,4.0,173.54199999999997,,,,,0.0,0.0,5.0,36.373000000000005,24.0,5884.73,,,1.0,17.156,1.0,15.074000000000002,,,0.0,-1.2,0.8,6.4,21.0,1317.5869996547704,0.0
2014-04-21 00:00:00.000000000,0.029294959666751913,13.0,90.122,13.0,600.21,1.0,437.264,,,,,1.0,5.032,5.0,31.308,31.0,905.6439999999999,,,0.0,0.0,1.0,6.026,,,0.0,-1.0,0.6,6.4,23.0,2076.093999624253,0.0
2014-04-22 00:00:00.000000000,0.07739994303879248,8.0,109.49199999999999,31.0,795.3120000000001,1.0,21.094,,,,,0.0,0.0,7.0,46.998,21.0,843.2529999999999,,,0.0,0.0,0.0,0.0,,,0.0,-0.6,0.4,6.0,31.0,1819.2249996662135,0.0
2014-04-23 00:00:00.000000000,0.12497602724903793,12.0,153.90400000000002,54.0,1044.8840000000002,0.0,0.0,,,,,0.0,0.0,7.0,51.104,17.0,435.9239999999999,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.4,5.6,47.0,1554.5250003337856,0.0
2014-04-24 00:00:00.000000000,0.1280059119507768,7.0,26.485999999999997,46.0,1270.667,3.0,82.896,,,,,0.0,0.0,11.0,547.374,12.0,554.572,,,0.0,0.0,0.0,0.0,,,0.0,0.3333333333333333,1.0,6.666666666666667,37.0,1965.227999448777,0.0
2014-04-25 00:00:00.000000000,0.028321012544802848,12.0,92.297,28.0,10351.418,0.0,0.0,,,,,1.0,163.344,6.0,51.705,20.0,812.8719999999998,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.8,6.333333333333333,21.0,2004.8570005893716,0.0
2014-04-26 00:00:00.000000000,0.047178819444444485,15.0,276.46000000000004,8.0,156.572,0.0,0.0,,,,,,,5.0,29.159000000000002,7.0,237.62399999999997,,,0.0,0.0,0.0,0.0,,,0.0,-0.5,0.25,6.0,19.0,702.6440005302428,0.0
2014-04-27 00:00:00.000000000,0.00542983716475096,7.0,100.223,14.0,704.723,1.0,835.74,,,,,,,4.0,34.178000000000004,12.0,700.6910000000001,,,0.0,0.0,0.0,0.0,,,0.0,-0.8333333333333334,0.6666666666666666,6.0,12.0,2228.388000011444,3.0
2014-04-28 00:00:00.000000000,0.02225241545893721,6.0,127.95499999999998,14.0,122.74300000000001,1.0,109.162,,,,,,,6.0,45.431,10.0,461.7759999999999,,,0.0,0.0,0.0,0.0,,,0.0,-0.8,0.6,5.8,18.0,864.7580003738399,
